% Model:              modelG_beltrami.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 28 2017, 20:10
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.1                                               0.9990211737013845+2.651930815895984E-10i
0.1263848202934298                                0.9990211737022204+3.351498780100087E-10i
0.15973122800602543                               0.9990211737035661+4.235504804855845E-10i
0.2018760254679039                                0.9990211737055861+5.35246852212865E-10i
0.25514065200312885                               0.99902117370904+6.763565452252344E-10i
0.32245905452963947                               0.9990211737143787+8.545818961003168E-10i
0.4075392965871777                                0.9990211737230416+1.0795988392707957E-9i
0.5150678076168125                                0.9990211737367559+1.363519513204796E-9i
0.6509675230458171                                0.9990211737585226+1.7214212645772305E-9i
0.822724134170047                                 0.9990211737929499+2.171910308063295E-9i
1.03979841848149                                  0.9990211738472388+2.737644717147902E-9i
1.3141473626117568                                0.999021173931932+3.44567774526276E-9i
1.6608827826277157                                0.9990211740625982+4.327424269345808E-9i
2.0991037201085545                                0.9990211742608268+5.418094271805052E-9i
2.6529484644318972                                0.9990211745547907+6.75575394221089E-9i
3.3529241492495583                                0.9990211749790049+8.380839928675607E-9i
4.237587160604064                                 0.999021175573951+1.0337332560346725E-8i
5.355666917706899                                 0.9990211763884818+1.2675358398462082E-8i
6.768750009458534                                 0.9990211774853676+1.5451780522796723E-8i
8.554672535565684                                 0.9990211789492829+1.8724979184366333E-8i
10.811807510766078                                0.9990211808886453+2.2545514888905117E-8i
13.664483492953257                                0.9990211834342843+2.694765133357784E-8i
17.26983290659436                                 0.9990211867383443+3.1941046416244844E-8i
21.826447283974872                                0.9990211909702031+3.7498531854804676E-8i
27.58531617629184                                 0.9990211963044512+4.354327685198847E-8i
34.863652276780876                                0.9990212029031302+4.9941908600865256E-8i
44.06236427773573                                 0.9990212108963814+5.650332830743865E-8i
55.68813990945273                                 0.9990212203599916+6.298310331583621E-8i
70.38135554931561                                 0.9990212312918961+6.909860451171813E-8i
88.95134973108236                                 0.9990212435969338+7.455604824680575E-8i
112.42100350620873                                0.9990212570828786+7.908427346586397E-8i
142.08308325339223                                0.9990212714732594+8.24683720827134E-8i
179.5714494371641                                 0.9990212864332317+8.457586135082383E-8i
226.9510536694671                                 0.9990213016040723+8.536959188263883E-8i
286.83168133420116                                0.9990213166382069+8.490555704282768E-8i
362.51170499885353                                0.9990213312287071+8.331806695209064E-8i
458.1597669054491                                 0.9990213451272678+8.079758019423108E-8i
579.0443980602489                                 0.9990213581514925+7.756708192912054E-8i
731.8242219076182                                 0.9990213701828622+7.386168013216646E-8i
924.9147277217335                                 0.9990213811580443+6.991404510122825E-8i
1168.9518164985777                                0.9990213910576503+6.594644549503107E-8i
1477.3776525985127                                0.9990213998941309+6.216882698738179E-8i
1867.1810912919207                                0.9990214077013427+5.878181973980353E-8i
2359.8334667821937                                0.9990214145257472+5.598345100892774E-8i
2982.471286216894                                 0.9990214204196194+5.397880220921691E-8i
3769.3909753883636                                0.9990214254359836+5.299196238306672E-8i
4763.938010401341                                 0.9990214296254794+5.328037679423702E-8i
6020.894493336138                                 0.9990214330341781+5.515168146061091E-8i
7609.496685459883                                 0.9990214357024221+5.898347901180586E-8i
9617.248711152964                                 0.9990214376642708+6.524732983341696E-8i
12154.742500762884                                0.9990214389475118+7.453777822190241E-8i
15361.749466718296                                0.9990214395740743+8.760844122126781E-8i
19414.919457438817                                0.9990214395616411+1.0541646616972517E-7i
24537.51106639822                                 0.999021438925466+1.2917808063824032E-7i
31011.689265747817                                0.999021437681764+1.604385521999293E-7i
39194.06774847221                                 0.9990214358527518+2.0116020005108707E-7i
49535.352089591805                                0.9990214334750107+2.53833188278595E-7i
62605.16572014828                                 0.9990214306132112+3.216151864211238E-7i
79123.42618981327                                 0.9990214273811154+4.085070378444424E-7i
100000                                            0.9990214239750456+5.195742977004541E-7i
