% Model:              modelG_beltrami.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 28 2017, 21:01
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.1                                               0.9990054173782931+6.212493182517532E-9i
0.1263848202934298                                0.9990054173898167+7.851601524137097E-9i
0.15973122800602543                               0.9990054174082785+9.923137961975455E-9i
0.2018760254679039                                0.9990054174376998+1.254114921468508E-8i
0.25514065200312885                               0.9990054174847429+1.584972377150055E-8i
0.32245905452963947                               0.99900541755985+2.0030867259940075E-8i
0.4075392965871777                                0.999005417679785+2.5314406720898222E-8i
0.5150678076168125                                0.9990054178713503+3.1990400832197376E-8i
0.6509675230458171                                0.9990054181772666+4.0424622238804024E-8i
0.822724134170047                                 0.9990054186656294+5.107770238155678E-8i
1.03979841848149                                  0.9990054194450746+6.452849336162462E-8i
1.3141473626117568                                0.9990054206885964+8.15019220659642E-8i
1.6608827826277157                                0.9990054226710013+1.0290086944836007E-7i
2.0991037201085545                                0.9990054258278628+1.2983990079199104E-7i
2.6529484644318972                                0.999005430846503+1.6367503932787332E-7i
3.3529241492495583                                0.9990054388042034+2.0601642384374692E-7i
4.237587160604064                                 0.9990054513725959+2.586965213790006E-7i
5.355666917706899                                 0.999005471102612+3.236409489372861E-7i
6.768750009458534                                 0.9990055017844907+4.0254836465836743E-7i
8.554672535565684                                 0.9990055488044272+4.962370346413904E-7i
10.811807510766078                                0.9990056192651108+6.034994049890636E-7i
13.664483492953257                                0.9990057213737717+7.194418582754492E-7i
17.26983290659436                                 0.9990058623734477+8.337880894722731E-7i
21.826447283974872                                0.999006044626578+9.305726843987671E-7i
27.58531617629184                                 0.9990062610963087+9.91281999941567E-7i
34.863652276780876                                0.9990064938441443+1.0018968085634348E-6i
44.06236427773573                                 0.9990067188558561+9.60035192016529E-7i
55.68813990945273                                 0.999006915235856+8.762759462345104E-7i
70.38135554931561                                 0.999007072078221+7.684290412992343E-7i
88.95134973108236                                 0.9990071889201256+6.53820484797463E-7i
112.42100350620873                                0.9990072717659471+5.447052054659922E-7i
142.08308325339223                                0.9990073287128451+4.476223373001992E-7i
179.5714494371641                                 0.9990073672568437+3.64831496018315E-7i
226.9510536694671                                 0.9990073932771458+2.9607594707020575E-7i
286.83168133420116                                0.9990074109834476+2.399111408817555E-7i
362.51170499885353                                0.9990074232329492+1.9450460731265287E-7i
458.1597669054491                                 0.9990074319036472+1.5804707589680798E-7i
579.0443980602489                                 0.999007438207536+1.2893058379944886E-7i
731.8242219076182                                 0.9990074429200569+1.058037717611434E-7i
924.9147277217335                                 0.999007446535844+8.756969606579931E-8i
1168.9518164985777                                0.9990074493717394+7.336088410798928E-8i
1477.3776525985127                                0.9990074516322107+6.250886346444091E-8i
1867.1810912919207                                0.9990074534507116+5.451585932195687E-8i
2359.8334667821937                                0.9990074549158606+4.903167185863474E-8i
2982.471286216894                                 0.9990074560872105+4.5836971752536154E-8i
3769.3909753883636                                0.9990074570056463+4.483266051881671E-8i
4763.938010401341                                 0.999007457699641+4.603569679241398E-8i
6020.894493336138                                 0.9990074581892413+4.958107587272872E-8i
7609.496685459883                                 0.9990074584886602+5.5730053821213454E-8i
9617.248711152964                                 0.9990074586084093+6.488555159713496E-8i
12154.742500762884                                0.9990074585566832+7.761498230907108E-8i
15361.749466718296                                0.9990074583407348+9.468251768130028E-8i
19414.919457438817                                0.9990074579687158+1.170918363838173E-7i
24537.51106639822                                 0.9990074574522868+1.4614210388990712E-7i
31011.689265747817                                0.999007456809887+1.8350023657419236E-7i
39194.06774847221                                 0.9990074560727433+2.312933801904025E-7i
49535.352089591805                                0.9990074552933041+2.922265786922815E-7i
62605.16572014828                                 0.999007454559759+3.6973202116638664E-7i
79123.42618981327                                 0.9990074540179221+4.681578954680452E-7i
100000                                            0.9990074539069069+5.930069027848473E-7i
