% Model:              modelJ.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 29 2017, 13:21
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.01                                              0.12783544195267227+1.2595510656106687E-5i
0.012638482029342977                              0.12783561560105178+1.591136835808716E-5i
0.01597312280060254                               0.12783589245798388+2.0094556146306837E-5i
0.02018760254679039                               0.1278363332106465+2.536629123523238E-5i
0.025514065200312887                              0.12783703388862727+3.1998549665997737E-5i
0.03224590545296395                               0.1278381446210385+4.032002978766126E-5i
0.040753929658717776                              0.12783989690689784+5.071686638860163E-5i
0.05150678076168125                               0.12784264152535046+6.362117511592997E-5i
0.0650967523045817                                0.1278468933378182+7.947607325606869E-5i
0.0822724134170047                                0.12785336934792654+9.866182732666292E-5i
0.103979841848149                                 0.12786298801083582+1.2137286643068055E-4i
0.13141473626117567                               0.12787677001577114+1.4746554711768067E-4i
0.1660882782627716                                0.1278955888279748+1.7637013012695808E-4i
0.20991037201085547                               0.12791981974343036+2.0724257697780788E-4i
0.26529484644318974                               0.12794916651895086+2.3947255720706184E-4i
0.3352924149249558                                0.12798303588259408+2.7331648722936494E-4i
0.4237587160604063                                0.12802149885225927+3.10047845251029E-4i
0.5355666917706899                                0.12806622972802478+3.511966903535439E-4i
0.6768750009458534                                0.12812068893650164+3.971202338271258E-4i
0.8554672535565685                                0.12818922322780996+4.455599545018275E-4i
1.0811807510766078                                0.12827513139857113+4.908898902093327E-4i
1.3664483492953259                                0.1283781574502877+5.248649355422278E-4i
1.726983290659436                                 0.1284927273808787+5.394198315424222E-4i
2.182644728397487                                 0.1286088237226368+5.305412242937792E-4i
2.7585316176291843                                0.12871577586728702+5.004570027998196E-4i
3.4863652276780877                                0.12880639489487555+4.562761574214161E-4i
4.406236427773573                                 0.12887857161847652+4.0646654189402376E-4i
5.568813990945273                                 0.1289342129553987+3.5794286581698433E-4i
7.038135554931562                                 0.1289772636812377+3.1490054485923635E-4i
8.895134973108236                                 0.12901203653606758+2.788669345811937E-4i
11.242100350620873                                0.12904205600551766+2.4932948369207496E-4i
14.208308325339223                                0.12906942220003412+2.247150298728827E-4i
17.957144943716408                                0.1290948641877358+2.0344681497087258E-4i
22.695105366946706                                0.1291183773705797+1.8457056374922225E-4i
28.683168133420118                                0.12913989375180865+1.677102265286145E-4i
36.251170499885355                                0.12915952706563794+1.5270318160591503E-4i
45.81597669054491                                 0.12917746645650538+1.3938158636400385E-4i
57.90443980602489                                 0.12919387156414988+1.2757949188261833E-4i
73.18242219076181                                 0.12920888077598766+1.1717924183947477E-4i
92.49147277217335                                 0.12922264211886603+1.0809382196266849E-4i
116.89518164985776                                0.12923530259448285+1.0023436439536195E-4i
147.73776525985127                                0.12924697407055508+9.351608337935721E-5i
186.71810912919207                                0.12925772784217973+8.789170490308396E-5i
235.98334667821936                                0.1292676107198392+8.337650849223737E-5i
298.2471286216894                                 0.1292766807017842+8.004777635914018E-5i
376.93909753883634                                0.1292850252449409+7.802898715183814E-5i
476.39380104013406                                0.1292927480702481+7.747784238560098E-5i
602.0894493336137                                 0.12929996398073873+7.858996719194555E-5i
760.9496685459883                                 0.12930680778178183+8.161573748701804E-5i
961.7248711152964                                 0.12931344051915103+8.68705009229878E-5i
1215.4742500762884                                0.12932007988335323+9.471829674934477E-5i
1536.1749466718297                                0.12932698442355633+1.0553755840836275E-4i
1941.4919457438816                                0.12933438820452012+1.1970932619579977E-4i
2453.751106639822                                 0.12934242378010494+1.3766450492417183E-4i
3101.168926574782                                 0.12935106430034926+1.5999019168110788E-4i
3919.406774847221                                 0.1293601046580965+1.8756958375809805E-4i
4953.53520895918                                  0.12936920890299308+2.217279331379417E-4i
6260.516572014828                                 0.12937796422189782+2.6437302650331965E-4i
7912.342618981326                                 0.12938598151712685+3.1811838952558653E-4i
10000                                             0.12939297324495752+3.863819966218694E-4i
