% Model:              modelI.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 29 2017, 12:48
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.01                                              0.10177578233407815+3.833641361010365E-6i
0.012638482029342977                              0.10177578556367499+4.845128424307603E-6i
0.01597312280060254                               0.10177579073686442+6.123481904705627E-6i
0.02018760254679039                               0.10177579900954316+7.739101258664626E-6i
0.025514065200312887                              0.10177581220000344+9.780947611006263E-6i
0.03224590545296395                               0.10177583326523629+1.2361427994543447E-5i
0.040753929658717776                              0.10177586692921364+1.5622554733198678E-5i
0.05150678076168125                               0.10177592068473058+1.974370264433514E-5i
0.0650967523045817                                0.10177600652363694+2.4951358403416553E-5i
0.0822724134170047                                0.10177614354713693+3.153133265563873E-5i
0.103979841848149                                 0.1017763621430072+3.984397468070829E-5i
0.13141473626117567                               0.10177671079051447+5.0342963568848755E-5i
0.1660882782627716                                0.10177726627495326+6.359819878163942E-5i
0.20991037201085547                               0.1017781500008803+8.032306054512426E-5i
0.26529484644318974                               0.10177955258082588+1.014056914719123E-4i
0.3352924149249558                                0.10178177071915222+1.2794276102724584E-4i
0.4237587160604063                                0.10178525961801443+1.612722553546791E-4i
0.5355666917706899                                0.10179070388040332+2.0299985156511789E-4i
0.6768750009458534                                0.10179910583528841+2.550136065580261E-4i
0.8554672535565685                                0.1018118898893081+3.1948883731961077E-4i
1.0811807510766078                                0.10183103346600175+3.989000756184164E-4i
1.3664483492953259                                0.1018592869287701+4.960569276773062E-4i
1.726983290659436                                 0.10190061463109498+6.141021447211113E-4i
2.182644728397487                                 0.10196096834485428+7.562161676225214E-4i
2.7585316176291843                                0.10204925120881228+9.245911156082235E-4i
3.4863652276780877                                0.10217790200117072+0.0011182985683582905i
4.406236427773573                                 0.1023621056965438+0.0013300634523951227i
5.568813990945273                                 0.10261634032504759+0.001542793547163256i
7.038135554931562                                 0.10294740660723421+0.0017282681255280867i
8.895134973108236                                 0.10334565914997235+0.0018517867893276731i
11.242100350620873                                0.10378062617342415+0.0018845031544295985i
14.208308325339223                                0.10420799328565239+0.0018176897895648765i
17.957144943716408                                0.10458630892061735+0.001667643735439747i
22.695105366946706                                0.10489151749040392+0.0014667159470915332i
28.683168133420118                                0.105119883596237+0.0012485829687337462i
36.251170499885355                                0.10528137439673958+0.001038267177332488i
45.81597669054491                                 0.10539113900061808+8.498390661795011E-4i
57.90443980602489                                 0.10546381956511634+6.887288027648971E-4i
73.18242219076181                                 0.10551118438028659+5.550877700506807E-4i
92.49147277217335                                 0.10554180719824383+4.464612622630282E-4i
116.89518164985776                                0.10556159325385889+3.5945204827886036E-4i
147.73776525985127                                0.10557448397129376+2.90602819608162E-4i
186.71810912919207                                0.10558307459701449+2.3679520127958194E-4i
235.98334667821936                                0.10558908009221343+1.953846656349921E-4i
298.2471286216894                                 0.1055936614674123+1.6420298161859092E-4i
376.93909753883634                                0.10559764211305944+1.41498767177954E-4i
476.39380104013406                                0.10560163873098877+1.2585309340829576E-4i
602.0894493336137                                 0.10560612283904434+1.160941788829497E-4i
760.9496685459883                                 0.10561142660813976+1.1123431670960579E-4i
961.7248711152964                                 0.10561771480049531+1.1044961115746314E-4i
1215.4742500762884                                0.10562495442128829+1.13108049320011E-4i
1536.1749466718297                                0.10563290201127257+1.1883734102458658E-4i
1941.4919457438816                                0.10564112813118154+1.2762523279643764E-4i
2453.751106639822                                 0.10564910759512898+1.3992628791082015E-4i
3101.168926574782                                 0.10565636871183326+1.5670955901097948E-4i
3919.406774847221                                 0.10566262249679978+1.794126953665582E-4i
4953.53520895918                                  0.10566779313623471+2.0986212298411872E-4i
6260.516572014828                                 0.10567196083875531+2.5025043045378556E-4i
7912.342618981326                                 0.10567527947403726+3.032099860632926E-4i
10000                                             0.10567791978114943+3.719657562066478E-4i
