% Model:              modelI.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 29 2017, 12:28
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.01                                              0.1141310528739679+7.284248706270541E-6i
0.012638482029342977                              0.11413106918338564+9.206086372419316E-6i
0.01597312280060254                               0.11413109523950164+1.1634897509060724E-5i
0.02018760254679039                               0.11413113683484759+1.4704344140745073E-5i
0.025514065200312887                              0.11413120332295862+1.8583251106656893E-5i
0.03224590545296395                               0.11413130944611866+2.3484778164152402E-5i
0.040753929658717776                              0.11413147894310004+2.9677904288896413E-5i
0.05150678076168125                               0.11413174955821795+3.7501726943371607E-5i
0.0650967523045817                                0.11413218154010132+4.7383098770911694E-5i
0.0822724134170047                                0.11413287082426693+5.9858044926440906E-5i
0.103979841848149                                 0.11413396989796187+7.559708891755577E-5i
0.13141473626117567                               0.11413572076424677+9.54337986098079E-5i
0.1660882782627716                                0.11413850540533899+1.2039404404213456E-4i
0.20991037201085547                               0.1141429229219375+1.5171976998479842E-4i
0.26529484644318974                               0.1141499029881387+1.908741024308707E-4i
0.3352924149249558                                0.11416086345660062+2.3950262326568025E-4i
0.4237587160604063                                0.11417790974654406+2.9930832390886064E-4i
0.5355666917706899                                0.11420404017811502+3.7178099781855537E-4i
0.6768750009458534                                0.11424325948011356+4.577292881505721E-4i
0.8554672535565685                                0.11430042598718591+5.566441106128003E-4i
1.0811807510766078                                0.1143806692719215+6.661128184214835E-4i
1.3664483492953259                                0.11448848684868909+7.816745610966164E-4i
1.726983290659436                                 0.11462708063327295+8.972464780547392E-4i
2.182644728397487                                 0.11479836820479575+0.001005416770796692i
2.7585316176291843                                0.11500277741238578+0.0010967115912798146i
3.4863652276780877                                0.11523709073833914+0.0011588246067400214i
4.406236427773573                                 0.1154908824129594+0.0011787965600230817i
5.568813990945273                                 0.11574571944961289+0.0011490513414086304i
7.038135554931562                                 0.11598037453872151+0.0010728782848563718i
8.895134973108236                                 0.11617898437714749+9.638070913131087E-4i
11.242100350620873                                0.1163356055926495+8.392950001481802E-4i
14.208308325339223                                0.11645285103203212+7.1427899740819E-4i
17.957144943716408                                0.11653769033592126+5.983971514655211E-4i
22.695105366946706                                0.11659794201810746+4.963943245874663E-4i
28.683168133420118                                0.11664051040272677+4.0964060438732856E-4i
36.251170499885355                                0.11667081891082605+3.375273350627458E-4i
45.81597669054491                                 0.1166928063453815+2.7848308139655816E-4i
57.90443980602489                                 0.11670918054598661+2.3064525670560626E-4i
73.18242219076181                                 0.11672175910825532+1.9222792000161875E-4i
92.49147277217335                                 0.1167317666934058+1.6166774700848789E-4i
116.89518164985776                                0.11674004781898602+1.3765590181084273E-4i
147.73776525985127                                0.11674721038560139+1.1912156217182294E-4i
186.71810912919207                                0.11675372006479184+1.0519223457002929E-4i
235.98334667821936                                0.11675995374805777+9.514417632748486E-5i
298.2471286216894                                 0.1167662169509412+8.835521786160319E-5i
376.93909753883634                                0.11677273102654007+8.427478429224016E-5i
476.39380104013406                                0.11677960537416013+8.24246771304794E-5i
602.0894493336137                                 0.11678681618805015+8.243371979421101E-5i
760.9496685459883                                 0.11679421159293822+8.409713880875941E-5i
961.7248711152964                                 0.11680155846821556+8.744024913256525E-5i
1215.4742500762884                                0.11680862962500047+9.275023977485766E-5i
1536.1749466718297                                0.1168152916346011+1.0054653989596722E-4i
1941.4919457438816                                0.11682153642447948+1.1150899404329783E-4i
2453.751106639822                                 0.11682743943110224+1.2642449313687482E-4i
3101.168926574782                                 0.11683307800983934+1.4620188371751916E-4i
3919.406774847221                                 0.11683846444585651+1.7196153831910385E-4i
4953.53520895918                                  0.11684352842502956+2.0517047612709913E-4i
6260.516572014828                                 0.11684815219309928+2.477832557529884E-4i
7912.342618981326                                 0.11685222924835302+3.0236187085833967E-4i
10000                                             0.11685570603349389+3.721843568337446E-4i
