% Model:              modelI.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 29 2017, 12:05
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               Normalized effective conductivity
0.01                                              0.1287768525659397+8.913190126986824E-6i
0.012638482029342977                              0.1287768834817966+1.1264689089443432E-5i
0.01597312280060254                               0.12877693285821742+1.4236392302702885E-5i
0.02018760254679039                               0.12877701171620648+1.7991700661362796E-5i
0.025514065200312887                              0.12877713765320153+2.2736884879701106E-5i
0.03224590545296395                               0.12877733882809633+2.8732149107311895E-5i
0.040753929658717776                              0.12877765999987986+3.6305361994849866E-5i
0.05150678076168125                               0.12877817275328335+4.5868904607901995E-5i
0.0650967523045817                                0.12877899102939352+5.793994498937514E-5i
0.0822724134170047                                0.12878029621402687+7.316402179534612E-5i
0.103979841848149                                 0.12878237625023387+9.234077479526148E-5i
0.13141473626117567                               0.12878568666785195+1.1644838149050755E-4i
0.1660882782627716                                0.12879094385439047+1.466585819145597E-4i
0.20991037201085547                               0.12879926421444024+1.8432508892909948E-4i
0.26529484644318974                               0.12881236137662627+2.3091166333468195E-4i
0.3352924149249558                                0.1288328031426443+2.8779905059275827E-4i
0.4237587160604063                                0.12886428826572+3.5587388863256823E-4i
0.5355666917706899                                0.12891180733371324+4.3477873113645073E-4i
0.6768750009458534                                0.12898137099852158+5.217620359810558E-4i
0.8554672535565685                                0.12907879198559305+6.103578107586258E-4i
1.0811807510766078                                0.12920709538520372+6.897658859084873E-4i
1.3664483492953259                                0.12936308362403875+7.46441658656834E-4i
1.726983290659436                                 0.12953537511497742+7.687551577430791E-4i
2.182644728397487                                 0.12970679968103407+7.527231087524419E-4i
2.7585316176291843                                0.129860892108687+7.043506996263717E-4i
3.4863652276780877                                0.1299879503902273+6.363849476558146E-4i
4.406236427773573                                 0.13008660603144168+5.623771107011582E-4i
5.568813990945273                                 0.13016135800952738+4.923411885717717E-4i
7.038135554931562                                 0.13021901599054617+4.31459989315205E-4i
8.895134973108236                                 0.13026602078466756+3.8082167533085644E-4i
11.242100350620873                                0.1303069935833879+3.3892288190676427E-4i
14.208308325339223                                0.13034431214797326+3.0329831179410607E-4i
17.957144943716408                                0.1303785694963268+2.718719907691506E-4i
22.695105366946706                                0.13040958235793854+2.4357174713995346E-4i
28.683168133420118                                0.1304372578536857+2.1810070334827368E-4i
36.251170499885355                                0.13046183774813613+1.9538301957880454E-4i
45.81597669054491                                 0.13048370367685472+1.7526339545280222E-4i
57.90443980602489                                 0.13050319377077776+1.575260903602627E-4i
73.18242219076181                                 0.13052058362860758+1.419774824372283E-4i
92.49147277217335                                 0.13053611952931157+1.284633217146329E-4i
116.89518164985776                                0.1305500299133479+1.1685987893022664E-4i
147.73776525985127                                0.1305625281101415+1.0707126427213901E-4i
186.71810912919207                                0.1305738156764114+9.902829352635184E-5i
235.98334667821936                                0.1305840856853809+9.268570164777085E-5i
298.2471286216894                                 0.13059352093289536+8.801891532513694E-5i
376.93909753883634                                0.13060228803818577+8.502359394594156E-5i
476.39380104013406                                0.13061052515958502+8.372455214904961E-5i
602.0894493336137                                 0.13061833428054564+8.420075132718988E-5i
760.9496685459883                                 0.13062579457522436+8.662162286010573E-5i
961.7248711152964                                 0.13063300453316978+9.126956161403307E-5i
1215.4742500762884                                0.13064012946878628+9.852077757543018E-5i
1536.1749466718297                                0.1306474083875658+1.0879148024852779E-4i
1941.4919457438816                                0.13065509617990476+1.2249691824033478E-4i
2453.751106639822                                 0.13066336478023288+1.4007389382346164E-4i
3101.168926574782                                 0.13067221375089555+1.6208497229037422E-4i
3919.406774847221                                 0.13068143852100758+1.8938188863963648E-4i
4953.53520895918                                  0.130690672908261+2.2328301083894106E-4i
6260.516572014828                                 0.13069948933925665+2.657226990326317E-4i
7912.342618981326                                 0.13070751374047024+3.193493157967289E-4i
10000                                             0.1307144993209831+3.875905502969519E-4i
